Top100Year,SongTitle,Artist,LyricsStatus,Lyrics,ReleaseYear,Genre
2012,Lovin' You Is Fun,Easton Corbin,True,"You got a cousin who's tellin' you somethin' that doesn't have nothin'
To do with the love that we're in, baby
I hear she's sayin' this game we're playin' should be complicated
If you won't, I'll say it, I think she's crazy ‘cause
Love don't have to be a bunch of drama
A bunch of knock-down, drag-outs cryin' in the rain
It's alright to keep it light now mama, don't you think
We're having such a good time together, and it's only just begun
My heart's never smiled so hard, baby, loving you is fun
It's fun
I'm walking around all over this town, ten feet off the ground
So happy I found you, baby, I love it
There's no self-help book on your shelf, you know too well
They're tryin to sell you somethin' for nothin' ‘cause
Love don't have to be a bunch of drama
A bunch of knock-down, drag-outs cryin' in the rain
It's alright to keep it light now mama, don't you think
We're having such a good time together, and it's only just begun
My heart's never smiled so hard, baby, loving you is fun
Love don't have to be a bunch of drama
A bunch of knock-down, drag-outs cryin' in the rain
It's alright to keep it light now mama, don't you, think
And we're having such a good time together, and it's only just begun
My heart's never smiled so hard, baby, loving you is fun
This ol' heart's never smiled so hard
Lovin' you is fun
Yeah it's, fun
Yeah it's, fun
Lovin' you is fun",2012,"Country music, Country"
2013,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,False,,2012,"Country music, Country"
2013,Get Lucky,Daft Punk Featuring Pharrell Williams,True,"Like the legend of the Phoenix, huh
All ends with beginnings
What keeps the planet spinning, ah
The force from the beginning, hm, love
We've come too far
To give up who we are
So let's raise the bar
And our cups to the stars
She's up all night 'til the sun
I'm up all night to get some
She's up all night for good fun
I'm up all night to get lucky
We're up all night 'til the sun
We're up all night to get some
We're up all night for good fun
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
The present has no rhythm
Your gift keeps on givin'
What is this I'm feeling?
If you wanna leave I'm with it, ah
We've come too far
To give up who we are
So let's raise the bar
And our cups to the stars
She's up all night 'til the sun
I'm up all night to get some
She's up all night for good fun
I'm up all night to get lucky
We're up all night 'til the sun
We're up all night to get some
We're up all night for good fun
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
She's up all night 'til the sun
I'm up all night to get some
She's up all night for good fun
I'm up all night to get lucky
We're up all night 'til the sun
We're up all night to get some
We're up all night for good fun
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
She's up all night 'til the sun
I'm up all night to get some
She's up all night for good fun
I'm up all night to get lucky
We're up all night 'til the sun
We're up all night to get some
We're up all night for good fun
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get...
We're up all night to get...
We're up all night to get...
We're up all night to get...
We're up all night to get...
We're up all night to get...
We're up all night to get...
We're up all night to get...
We're up all night to get (together)
We're up all night to get (let's get funked again)
We're up all night to get funky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We've come too far
To give up who we are
So let's raise the bar
And our cups to the stars
She's up all night 'til the sun
I'm up all night to get some
She's up all night for good fun
I'm up all night to get lucky
We're up all night 'til the sun
We're up all night to get some
We're up all night for good fun
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky",2013,"Country music, Country"
2013,Radioactive,Imagine Dragons,True,"Whoa, oh, oh
Whoa, oh, oh
Whoa, oh, oh
Whoa
I'm waking up to ash and dust
I wipe my brow and I sweat my rust
I'm breathing in the chemicals
I'm breaking in, shaping up, then checking out on the prison bus
This is it, the apocalypse
Whoa
I'm waking up, I feel it in my bones
Enough to make my systems blow
Welcome to the new age, to the new age
Welcome to the new age, to the new age
Whoa, oh, oh, oh, oh, whoa, oh, oh, oh, I'm radioactive, radioactive
Whoa, oh, oh, oh, oh, whoa, oh, oh, oh, I'm radioactive, radioactive
I raise my flags, don my clothes
It's a revolution, I suppose
We'll paint it red to fit right in
Whoa
I'm breaking in, shaping up, then checking out on the prison bus
This is it, the apocalypse
Whoa
I'm waking up, I feel it in my bones
Enough to make my systems blow
Welcome to the new age, to the new age
Welcome to the new age, to the new age
Whoa, oh, oh, oh, oh, whoa, oh, oh, oh, I'm radioactive, radioactive
Whoa, oh, oh, oh, oh, whoa, oh, oh, oh, I'm radioactive, radioactive
All systems go, the sun hasn't died
Deep in my bones, straight from inside
I'm waking up, I feel it in my bones
Enough to make my systems blow
Welcome to the new age, to the new age
Welcome to the new age, to the new age
Whoa, oh, oh, oh, oh, whoa, oh, oh, oh, I'm radioactive, radioactive
Whoa, oh, oh, oh, oh, whoa, oh, oh, oh, I'm radioactive, radioactive",2012,"Rock, Alternative rock, Indie rock, Electronic music, Alternative/Indie, Children's Music, Pop"
2013,Cruise,Florida Georgia Line Featuring Nelly,True,"Baby you're a song
You make me wanna roll my windows down and cruise
Yeah, when I first saw that bikini top on her
She's poppin' right out of the South Georgia water
Thought, ""Oh, good Lord, she had them long tanned legs""
Couldn't help myself so I walked up and said
Baby you're a song
You make me wanna roll my windows down and cruise
Down a back road blowin' stop signs through the middle
Every little farm town with you
In this brand new Chevy with a lift kit
Would look a hell lot better with you up in it
So baby you're a song
You make me wanna roll my windows down and cruise
She was sippin' on southern and singin' Marshall Tucker
We were falling in love in the sweet heart of summer
She hopped right up into the cab of my truck and said
""Fire it up, let's go get this thing stuck""
Baby you're a song
You make me wanna roll my windows down and cruise
Down a back road blowin' stop signs through the middle
Every little farm town with you
In this brand new Chevy with a lift kit
Would look a hell lot better with you up in it
So baby you're a song
You make me wanna roll my windows down and cruise
When that summer sun fell to its knees
I looked at her and she looked at me
And I turned on those KC lights and drove all night
'Cause it felt so right, her and I, man we felt so right
I put it in park and
Grabbed my guitar
And strummed a couple chords
And sang from the heart
Girl you sure got the beat in my chest bumpin'
Hell I can't get you out of my head
Baby you're a song
You make me wanna roll my windows down and cruise
Down a back road blowin' stop signs through the middle
Every little farm town with you
Baby you're a song
You make me wanna roll my windows down and cruise
Down a back road blowin' stop signs through the middle
Every little farm town with you
In this brand new Chevy with a lift kit
Would look a hell lot better with you up in it
Come on
Baby you're a song
You make me wanna roll my windows down and cruise
Come on girl
Get those windows down and cruise
Aww yeah",2012,"Country music, Country"
2013,We Can't Stop,Miley Cyrus,True,"It's our party, we can do what we want (EarDrummers)
It's our party, we can say what we want (Mike WiLL Made-It)
It's our party, we can love who we want
We can kiss who we want
We can screw who we want
It's our party, we can do what we want
It's our party, we can say what we want
It's our party, we can love who we want
We can kiss who we want
We can screw who we want
Red cups and sweaty bodies everywhere
Hands in the air like we don't care
'Cause we came to have so much fun now (hey, hey, hey)
Bet somebody here might get some now
If you're not ready to go home
Can I get a ""Hell no"" (Hell no)
'Cause we gonna go all night
'Til we see the sunlight, alright (hey, hey, hey)
So la-da-di-da-di, we like to party
Dancing with Molly
Doing whatever we want
This is our house
This is our rules
And we can't stop (whoa)
And we won't stop (whoa)
Can't you see it's we who own the night?
Can't you see it we who 'bout that life?
And we can't stop (whoa)
And we won't stop (whoa)
We run things, things don't run we
Don't take nothing from nobody, yeah, yeah
It's our party, we can do what we want
It's our party, we can say what we want
It's our party, we can love who we want
We can kiss who we want
We can screw who we want
To my home girls here with the big butts
Shaking it like we at a strip club
Remember only God can judge us
Forget the haters 'cause somebody loves ya
And everyone in line in the bathroom
Tryna get a line in the bathroom
We all so turned up here
Getting turned up, yeah, yeah, yeah
So la-da-di-da-di, we like to party
Dancing with Molly
Doing whatever we want
This is our house
This is our rules
And we can't stop (whoa)
And we won't stop (whoa)
Can't you see it's we who own the night?
Can't you see it we who 'bout that life?
And we can't stop (whoa)
And we won't stop (whoa)
We run things, things don't run we
Don't take nothing from nobody, yeah, yeah
It's our party, we can do what we want
It's our party, we can say what we want
It's our party, we can love who we want
We can kiss who we want
We can screw who we want
It's our party, we can do what we want to
It's our house, we can love who we want to
It's our song, we can sing if we want to
It's my mouth, I can say what I want to
Yeah, yeah, yeah, yeah, eh
And we can't stop (yeah)
And we won't stop (whoa)
Can't you see it's we who own the night
Can't you see it we who 'bout that life
And we can't stop (whoa)
And we won't stop (whoa)
We run things, things don't run we
Don't take nothing from nobody, yeah, yeah
Yeah, yeah",2013,"Country music, Country"
2013,Can't Hold Us,Macklemore & Ryan Lewis Featuring Ray Dalton,True,"Hey, hey, hey
Good to see you
Come on, dude, let's go
Yeah! Let's go!
Ha-ha-ha-ha alright
Alright, okay
Uh, alright, okay
Alright, okay
Return of the Mack
Get 'em, what it is, what it does, what it is, what it isn't
Looking for a better way to get up out of bed
Instead of getting on the Internet
And checking on who hit me, get up
Thrift shop, pimp-strut walkin'
Little bit of humble, little bit of cautious
Somewhere between like Rocky and Cosby
Sweater game, nope-nope, y'all can't copy
Yeah, bad, moonwalking, this here is our party
My posse's been on Broadway, and we did it our way
Grown music, I shed my skin and put my bones
Into everything I record to it and yet I'm on
Let that stage light go and shine on down
Got that Bob Barker suit game and plinko in my style
Money, stay on my craft and stick around for those pounds
But I do that to pass the torch and put on for my town
Trust me, on my I-N-D-E-P-E-N-D-E-N-T shit, hustlin'
Chasing dreams since I was 14
With the four-track, bussin'
Halfway cross that city with the backpack
Fat cat, crushing labels out here, nah, they can't tell me nothin'
We give that to the people, spread it across the country
Labels out here, nah, they can't tell me nothin'
We give it to the people, spread it across the country
Can we go back? This is the moment
Tonight is the night, we'll fight 'til it's over
So we put our hands up
Like the ceiling can't hold us
Like the ceiling can't hold us
Can we go back? This is the moment
Tonight is the night, we'll fight 'til it's over
So we put our hands up
Like the ceiling can't hold us
Like the ceiling can't hold us
Now, can I kick it? Thank you
Yeah, I'm so damn grateful
I grew up really wanting gold fronts
But that's what you get when Wu-Tang raised you
Y'all can't stop me
Go hard like I got a 808 in my heartbeat
And I'm eating at the beat like you gave a little speed
To a great white shark on Shark Week, raw!
Time to go off, I'm gone
Deuces, goodbye, I got a world to see
And my girl, she wanna see Rome
Caesar'll make you a believer
Nah, I never ever did it for a throne
That validation comes from giving it back to the people
Now sing a song, and it goes like
Raise those hands, this is our party
We came here to live life like nobody was watching
I got my city right behind me, if I fall, they got me
Learn from that failure, gain humility
And then we keep marching, I said...
Can we go back? This is the moment
Tonight is the night, we'll fight 'til it's over
So we put our hands up
Like the ceiling can't hold us
Like the ceiling can't hold us
Can we go back? This is the moment
Tonight is the night, we'll fight 'til it's over
So we put our hands up
Like the ceiling can't hold us
Like the ceiling can't hold us
And so we put our hands up
And so we put our hands up
Oh, oh, oh, oh (let's go)
Na na na na, na na na na
Hey-ee ay-ee ay-ee ay ay-ee ay-ee, hey
And all my people say
Na na na na, na na na na
Hey-ee ay-ee ay-ee ay ay-ee ay-ee, hey
And all my people say
Na na na na, na na na na
Oh-oh-oh-oh-oh-oh, oh-oh-oh-oh-oh-oh
And all my people say
Na na na na, na na na na
Mack-le-eh-eh-eh-eh-more!
Can we go back? This is the moment
Tonight is the night, we'll fight 'til it's over
So we put our hands up
Like the ceiling can't hold us
Like the ceiling can't hold us
Can we go back? This is the moment
Tonight is the night, we'll fight 'til it's over
So we put our hands up
Like the ceiling can't hold us
Like the ceiling can't hold us",2011,"Country music, Country"
2013,Mirrors,Justin Timberlake,True,"Aren't you somethin' to admire?
'Cause your shine is somethin' like a mirror
And I can't help but notice
You reflect in this heart of mine
If you ever feel alone
And the glare makes me hard to find
Just know that I'm always
Parallel on the other side
'Cause with your hand in my hand and a pocket full of soul
I can tell you there's no place we couldn't go
Just put your hand on the glass
I'll be there to pull you through
You just gotta be strong
'Cause I don't wanna lose you now
I'm lookin' right at the other half of me
The vacancy that sat in my heart
Is a space that now you hold
Show me how to fight for now
And I'll tell you, baby, it was easy
Comin' back here to you once I figured it out
You were right here all along
It's like you're my mirror (oh-oh)
My mirror staring back at me (oh-oh, oh-oh, oh-oh)
I couldn't get any bigger (oh-oh)
With anyone else beside me (oh-oh, oh-oh, oh-oh)
And now it's clear as this promise
That we're makin'
Two reflections into one
'Cause it's like you're my mirror (oh-oh)
My mirror staring back at me, staring back at me
Aren't you somethin', an original?
'Cause it doesn't seem merely assembled
And I can't help but stare
'Cause I see truth somewhere in your eyes
Ooh, I can't ever change without you
You reflect me, I love that about you
And if I could
I would look at us all the time
'Cause with your hand in my hand and a pocket full of soul
I can tell you there's no place we couldn't go
Just put your hand on the past
I'm here tryna pull you through
You just gotta be strong
I don't wanna lose you now
I'm lookin' right at the other half of me
The vacancy that sat in my heart
Is a space that now you hold
Show me how to fight for now
And I'll tell you, baby, it was easy
Comin' back here to you once I figured it out
You were right here all along, oh
It's like you're my mirror (oh-oh)
My mirror staring back at me (oh-oh, oh-oh, oh-oh)
I couldn't get any bigger (oh-oh)
With anyone else beside me (oh-oh, oh-oh, oh-oh)
And now it's clear as this promise
That we're making
Two reflections into one
'Cause it's like you're my mirror (oh-oh)
My mirror staring back at me, staring back at me
Yesterday is history, oh
Tomorrow's a mystery, oh-ooh
I can see you're lookin' back at me
Keep your eyes on me
Baby, keep your eyes on me
'Cause I don't wanna lose you now
I'm lookin' right at the other half of me
The vacancy that sat in my heart
Is a space that now you hold (no)
Show me how to fight for now (you show me, baby)
I'll tell you, baby, it was easy
Comin' back here to you once I figured it out
You were right here all along
It's like you're my mirror (oh-oh)
My mirror staring back at me (oh-oh, oh-oh, oh-oh)
I couldn't get any bigger (oh-oh)
With anyone else beside me (oh-oh, oh-oh, oh-oh)
And now it's clear as this promise
That we're making
Two reflections into one
'Cause it's like you're my mirror (oh-oh)
My mirror staring back at me, staring back at me
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life
Now, you're the inspiration of this precious song
And I just wanna see your face light up since you put me on
So now, I say goodbye to the old me, it's already gone
And I can't wait, wait, wait, wait, wait to get you home
Just to let you know, you are
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life
Girl, you're my reflection, all I see is you
My reflection, in everything I do
You're my reflection and all I see is you
My reflection, in everything I do
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life",2013,"R&B/Soul, Pop"
2013,Treasure,Bruno Mars,True,"Give me your, give me your, give me your attention, baby (attention, baby)
I got to tell you a little something about yourself (self)
You're wonderful, flawless, ooh, you a sexy lady (sexy lady)
But you walk around here like you wanna be someone else (else)
I know that you don't know it
But you're fine, so fine (fine, so fine)
(Oh, oh) oh, girl I'm gonna show you
When you're mine, oh, mine (mine, oh, mine)
Treasure, that is what you are
Honey, you're my golden star
You know you can make my wish come true
If you let me treasure you
If you let me treasure you
Oh, oh, oh
Pretty girl, pretty girl, pretty girl
You should be smiling (you should be smiling)
A girl like you should never look so blue (blue)
You're everything I see in my dreams
I wouldn't say that to you if it wasn't true (true)
I know that you don't know it
But you're fine, so fine (fine, so fine)
(Oh, oh) oh girl I'm gonna show you
When you're mine, oh mine (mine, oh mine)
Treasure, that is what you are
Honey, you're my golden star
You know you can make my wish come true
If you let me treasure you
If you let me treasure
Oh, oh, oh
You are my treasure, you are my treasure
You are my treasure, yeah, you, you, you, you are
You are my treasure, you are my treasure
You are my treasure, yeah, you, you, you, you are
Treasure, that is what you are (you are my treasure)
Honey, you're my golden star (you are my treasure)
You know you can make my wish come true (you are my treasure)
If you let me treasure you (you are my treasure)
If you let me treasure you (you are my treasure)
Oh, oh, oh",2012,"Disco, Soul music, R&B/Soul, Synth-pop, Pop funk"
2013,Come & Get It,Selena Gomez,True,"When you're ready come and get it
Na-na-na-na
Na-na-na-na
Na-na-na-na
When you're ready come and get it
Na-na-na-na
Na-na-na-na
Na-na-na-na
When you're ready
When you're ready
When you're ready come and get it
Na-na-na-na
Na-na-na-na
Na-na-na-na
You ain't gotta worry, it's an open invitation
I'll be sittin' right here, real patient
All day, all night, I'll be waitin' standby
Can't stop because I love it, hate the way I love you
All day, all night, maybe I'm addicted for life, no lie
I'm not too shy to show I love you, I got no regrets
I love you much too, much to hide you, this love ain't finished yet
This love ain't finished yet
So baby, whenever you're ready
When you're ready come and get it
Na-na-na-na
Na-na-na-na
Na-na-na-na
When you're ready come and get it
Na-na-na-na
Na-na-na-na
Na-na-na-na
When you're ready
When you're ready
When you're ready come and get it
Na-na-na-na
Na-na-na-na
Na-na-na-na
You got the kind of love that I want, let me get that (let me get that, yeah)
And baby, once I get it, I'm yours, no take-backs
Gon' love you for life, I ain't leaving your side
Even if you knock it, ain't no way to stop it
Forever you're mine, baby I'm addicted, no lie, no lie
I'm not too shy to show I love you, I got no regrets
So baby, whenever you're ready
When you're ready come and get it
Na-na-na-na
Na-na-na-na
Na-na-na-na
When you're ready come and get it
Na-na-na-na
Na-na-na-na
Na-na-na-na
When you're ready
When you're ready
When you're ready come and get it
Na-na-na-na
Na-na-na-na
Na-na-na-na
This love will be the death of me
But I know I'll die happily
I'll know, I'll know, I'll know
Because you love me so
Yeah
When you're ready come and get it
Na-na-na-na
Na-na-na-na
Na-na-na-na
When you're ready come and get it
Na-na-na-na
Na-na-na-na (I'm gonna get it, yeah, yeah)
Na-na-na-na
When you're ready
When you're ready
When you're ready come and get it
Na-na-na-na
Na-na-na-na
Na-na-na-na",2013,"Electronic dance music, R&B/Soul, Pop, UK R&B"
2013,Just Give Me A Reason,P!nk Featuring Nate Ruess,True,"Right from the start
You were a thief, you stole my heart
And I, your willing victim
I let you see the parts of me, that weren't all that pretty
And with every touch you fixed them
Now you've been talking in your sleep oh oh
Things you never say to me oh oh
Tell me that you've had enough
Of our love, our love
Just give me a reason, just a little bit's enough
Just a second we're not broken just bent, and we can learn to love again
It's in the stars, it's been written in the scars on our hearts
We're not broken just bent, and we can learn to love again
I'm sorry I don't understand
Where all of this is coming from
I thought that we were fine (oh we had everything)
Your head is running wild again
My dear we still have everythin'
And it's all in your mind (yeah but this is happenin')
You've been havin' real bad dreams oh oh
You used to lie so close to me oh oh
There's nothing more than empty sheets between our love, our love
Oh our love, our love
Just give me a reason, just a little bit's enough
Just a second we're not broken just bent and we can learn to love again
I never stop, you're still written in the scars on my heart
You're not broken just bent and we can learn to love again
Oh tear ducts and rust
I'll fix it for us
We're collecting dust, but our love's enough
You're holding it in
You're pouring a drink
No nothing is as bad as it seems
We'll come clean
Just give me a reason just a little bit's enough
Just a second we're not broken just bent and we can learn to love again
It's in the stars, it's been written in the scars on our hearts
That we're not broken just bent and we can learn to love again
Just give me a reason, just a little bit's enough
Just a second we're not broken just bent, and we can learn to love again
It's in the stars, it's been written in the scars on our hearts
That we're not broken just bent, and we can learn to love again
Oh we can learn to love again
Oh we can learn to love again
Oh that we're not broken just bent and we can learn to love again",2012,"Electronic dance music, R&B/Soul, Pop, UK R&B"
2013,The Way,Ariana Grande Featuring Mac Miller,True,"What we gotta do right here is go back, back to the top
I love the way you make me feel
I love it, I love it
I love the way you make me feel
I love it, I love it
Say, I'm thinking 'bout her every second, every hour
Do my singing in the shower
Picking petals off the flowers like
Do she love me, do she love me not? (love me not)
I ain't a player, I just (Player, I just...)
You give me that kind of something
Want it all the time, need it everyday
On a scale of one to ten I'm at a hundred
Never get enough, I can't stay away
If you want it, I got it, I got it everyday
You can get whatever you need from me
Stay by your side, I'll never leave you
And I ain't going nowhere 'cause you're a keeper
So don't you worry, baby, you got me
I got a bad boy, I must admit it (Hey)
You got my heart, don't know how you did it (Hey)
And I don't care who sees it, babe
I don't wanna hide the way I feel when you're next to me (Hey)
I love the way (I love the way you make me feel)
I love the way (I love it, I love it)
Baby, I love the way (I love the way you make me feel)
Ooh, I love the way (I love it, I love it)
The way you love me
Oh, it's so crazy you get my heart jumping
When you put your lips on mine
And, honey, it ain't a question (Q-q-question)
'Cause, boy, I know just what you like
So if you need it, I got it, I got it everyday
Be your lover, your friend, you'll find it all in me
Stay by your side, I'll never leave you
Said I ain't going nowhere 'cause you're a keeper
So don't you worry, baby, you got me
I got a bad boy, I must admit it (Hey)
You got my heart, don't know how you did it (Hey)
And I don't care who sees it, babe
I don't wanna hide the way I feel when you're next to me (Hey)
I love the way (I love the way you make me feel)
I love the way (I love it, I love it)
Baby, I love the way (I love the way you make me feel)
Ooh, I love the way (I love it, I love it)
The way I love you
I make you feel so fine, make you feel so fine
I hope you hit me on my celly when I sneak in your mind
You a princess to the public, but a freak when it's time
Said your bed be feeling lonely
So you're sleeping in mine
Come and watch a movie with me
""American Beauty"" or ""Bruce Almighty"" that's groovy
Just come and move closer to me
I got some feelings for you I'm not gonna get bored of
But, baby, you're an adventure so let me come and explore you
So don't you worry, baby, you got me
I got a bad boy, I must admit it (Hey)
You got my heart, don't know how you did it (Hey)
And I don't care who sees it, babe
I don't wanna hide the way I feel when you're next to me (Hey)
I love the way (I love the way)
I love the way (I love it, I love it)
Baby, I love the way (I love the way)
Ooh, I love the way (I love it, I love it)
I love the way (I love the way you make me feel)
I love the way (I love it, I love it)
Baby, I love the way (I love the way you make me feel)
Ooh, I love the way (I love it)
The way I love you
The way I love you, you, you, yeah, the way
I love the way you make me feel
I love it, I love it
I love the way you make me feel
I love it
The way I love you",2013,"R&B/Soul, Pop, UK R&B"
2013,I Love It,Icona Pop Featuring Charli XCX,True,"I got this feeling on the summer day when you were gone
I crashed my car into the bridge, I watched, I let it burn
I threw your shit into a bag and pushed it down the stairs
I crashed my car into the bridge
I don't care, I love it
I don't care
I got this feeling on the summer day when you were gone
I crashed my car into the bridge, I watched, I let it burn
I threw your shit into a bag and pushed it down the stairs
I crashed my car into the bridge
I don't care, I love it
I don't care
You're on a different road, I'm in the Milky Way
You want me down on Earth, but I am up in space
You're so damn hard to please, we gotta kill this switch
You're from the '70s, but I'm a '90s bitch
I love it
I love it
I got this feeling on the summer day when you were gone
I crashed my car into the bridge, I watched, I let it burn
I threw your shit into a bag and pushed it down the stairs
I crashed my car into the bridge
I don't care, I love it
I don't care, I love it, I love it
I don't care, I love it
I don't care
You're on a different road, I'm in the Milky Way
You want me down on Earth, but I am up in space
You're so damn hard to please, we gotta kill this switch
You're from the '70s, but I'm a '90s bitch
I don't care, I love it
I don't care, I love it, I love it
I don't care, I love it
I don't care, I love it, I love it
I don't care
I love it",2012,"R&B/Soul, Pop, UK R&B"
2013,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,True,"Ooh oh oh oh, ooh oh oh oh
Be careful making wishes in the dark
Can't be sure when they've hit their mark
And besides in the meantime I'm just dreaming of tearing you apart
I'm in the details with the devil
So now the world can never get me on my level
I just got to get you out of the cage
I'm a young lovers rage
Gonna need a spark to ignite
My songs know what you did in the dark
So light em up up up, light em up up up,
light em up up up, I'm on fire
So light em up up up, light em up up up,
light em up up up, I'm on fire
Ooh oh oh oh (In the dark, in the dark)
Ooh oh oh oh (In the dark, in the dark)
All the writers keep writing what they write
Somewhere another pretty vein just dies
I've got the scars from tomorrow and I wish you could see
That you're the antidote to everything except for me
A constellation of tears on your lashes
Burn everything you love
Then burn the ashes
In the end everything collides
My childhood spat back the monster that you see
My songs know what you did in the dark
So light em up up up, light em up up up,
light em up up up, I'm on fire
So light em up up up, light em up up up,
light em up up up, I'm on fire
Ooh oh oh oh (In the dark, in the dark)
Ooh oh oh oh (In the dark, in the dark)
My songs know what you did in the dark
My songs know what you did in the dark
So light em up up up, light em up up up,
light em up up up, I'm on fire
So light em up up up, light em up up up,
light em up up up, I'm on fire
Ooh oh oh oh (In the dark, in the dark)
Ooh oh oh oh (In the dark, in the dark)
Ooh oh oh",2013,"R&B/Soul, Alternative/Indie, Pop"
2013,Clarity,Zedd Featuring Foxes,True,"High dive into frozen waves where the past comes back to life
Fight fear for the selfish pain, it was worth it every time
Hold still right before we crash 'cause we both know how this ends
A clock ticks 'til it breaks your glass and I drown in you again
'Cause you are the piece of me I wish I didn't need
Chasing relentlessly, still fight and I don't know why
If our love is tragedy, why are you my remedy?
If our love's insanity, why are you my clarity?
If our love is tragedy, why are you my remedy?
If our love's insanity, why are you my clarity?
Walk on through a red parade and refuse to make amends
It cuts deep through our ground and makes us forget all common sense
Don't speak as I try to leave 'cause we both know what we'll choose
If you pull, then I'll push too deep and I'll fall right back to you
'Cause you are the piece of me I wish I didn't need
Chasing relentlessly, still fight and I don't know why
If our love is tragedy, why are you my remedy?
If our love's insanity, why are you my clarity?
Why are you my clarity?
Why are you my remedy?
Why are you my clarity?
Why are you my remedy?
If our love is tragedy, why are you my remedy?
If our love's insanity, why are you my clarity?",2012,"R&B/Soul, Alternative/Indie, Pop"
2013,Boys 'round Here,Blake Shelton Featuring Pistol Annies & Friends,True,"Well the boys 'round here don't listen to The Beatles
Run ole Bocephus through a jukebox needle
At a honky-tonk, where their boots stomp
All night; what? (That's right)
Yea, and what they call work, digging in the dirt
Gotta get it in the ground 'fore the rain come down
To get paid, to get the girl
In your 4 wheel drive (A country boy can survive)
Yea the boys 'round here
Drinking that ice cold beer
Talkin' 'bout girls, talkin' 'bout trucks
Runnin' them red dirt roads out, kicking up dust
The boys 'round here
Sending up a prayer to the man upstairs
Backwoods legit, don't take no sh*t
Chew tobacco, chew tobacco, chew tobacco, spit
Aw heck
Red red red red red red redneck
Well the boys 'round here, they're keeping it country
Ain't a damn one know how to do the dougie
(You don't do the dougie?) No, not in Kentucky
But these girls 'round here yep, they still love me
Yea, the girls 'round here, they all deserve a whistle
Shakin' that sugar, sweet as Dixie crystal
They like that y'all and southern drawl
And just can't help it cause they just keep fallin'
For the boys 'round here
Drinking that ice cold beer
Talkin' 'bout girls, talkin' 'bout trucks
Runnin' them red dirt roads out, kicking up dust
The boys 'round here
Sending up a prayer to the man upstairs
Backwoods legit, don't take no sh*t
Chew tobacco, chew tobacco, chew tobacco, spit
Let me hear you say
(Ooh let's ride)
(Ooh let's ride)
Down to the river side
Hey now girl, hop inside
Me and you gonna take a little ride to the river
Let's ride (That's right)
Lay a blanket on the ground
Kissing and the crickets is the only sound
We out of town
Have you ever got down with a...
Red red red red red red redneck?
And do you wanna get down with a...
Red red red red red red redneck?
Girl you gotta get down
With the boys 'round here
Drinking that ice cold beer
Talkin' 'bout girls, talkin' 'bout trucks
Runnin' them red dirt roads out, kicking up dust
The boys 'round here
Sending up a prayer to the man upstairs
Backwoods legit, don't take no sh*t
Chew tobacco, chew tobacco, chew tobacco, spit
Red red red red red red redneck
(Ooh let's ride)
I'm one of them boys 'round here
(Ooh let's ride)
Red red red red red red redneck
(Ooh let's ride)
Well all I'm thinkin' 'bout is you and me, how we'll be
So come on girl, hop inside
Me and you, we're gonna take a little ride
Lay a blanket on the ground
Kissing and the crickets is the only sound
We out of town
Girl you gotta get down with a...
Come on through the country side
Down to the river side",2013,"Country music, Country"
