Top100Year,SongTitle,Artist,LyricsStatus,Lyrics,ReleaseYear,Genre
2018,Whatever It Takes,Imagine Dragons,True,"Falling too fast to prepare for this
Tripping in the world could be dangerous
Everybody circling, it's vulturous
Negative, nepotist
Everybody waiting for the fall of man
Everybody praying for the end of times
Everybody hoping they could be the one
I was born to run, I was born for this
Whip, whip
Run me like a racehorse
Pull me like a ripcord
Break me down and build me up
I wanna be the slip, slip
Word upon your lip, lip
Letter that you rip, rip
Break me down and build me up
Whatever it takes
'Cause I love the adrenaline in my veins
I do whatever it takes
'Cause I love how it feels when I break the chains
Whatever it takes
Yeah, take me to the top I'm ready for
Whatever it takes
'Cause I love the adrenaline in my veins
I do what it takes
Always had a fear of being typical
Looking at my body feeling miserable
Always hanging on to the visual
I wanna be invisible
Looking at my years like a martyrdom
Everybody needs to be a part of 'em
Never be enough, I'm the prodigal son
I was born to run, I was born for this
Whip, whip
Run me like a racehorse
Pull me like a ripcord
Break me down and build me up
I wanna be the slip, slip
Word upon your lip, lip
Letter that you rip, rip
Break me down and build me up
Whatever it takes
'Cause I love the adrenaline in my veins
I do whatever it takes
'Cause I love how it feels when I break the chains
Whatever it takes
Yeah, take me to the top, I'm ready for
Whatever it takes
'Cause I love the adrenaline in my veins
I do what it takes
Hypocritical, egotistical
Don't wanna be the parenthetical, hypothetical
Working onto something that I'm proud of, out of the box
An epoxy to the world and the vision we've lost
I'm an apostrophe
I'm just a symbol to remind you that there's more to see
I'm just a product of the system, a catastrophe
And yet a masterpiece, and yet I'm half-diseased
And when I am deceased
At least I go down to the grave and die happily
Leave the body and my soul to be a part of thee
I do what it takes
Whatever it takes
'Cause I love the adrenaline in my veins
I do whatever it takes
'Cause I love how it feels when I break the chains
Whatever it takes
Yeah, take me to the top, I'm ready for
Whatever it takes
'Cause I love the adrenaline in my veins
I do what it takes",2017,"Alternative/Indie, Contemporary R&B, Arena rock, Children's Music, Pop"
2018,Be Careful,Cardi B,True,"Yeah
Be careful, be careful, be careful with me
Yeah, look
I wanna get married, like the Currys, Steph and Ayesha shit
But we more like Belly, Tommy and Keisha shit
Gave you TLC, you wanna creep and shit
Poured out my whole heart to a piece of shit
Man, I thought you would've learned your lesson
'Bout likin' pictures, not returnin' texts
I guess it's fine, man, I get the message
You still stutter after certain questions
You keep in contact with certain exes
Do you, though, trust me, nigga, it's cool, though
Said that you was workin', but you're out here chasin' culo
And putas, chillin' poolside, livin' two lives
I could've did what you did to me to you a few times
But if I did decide to slide, find a nigga
Fuck him, suck his dick, you would've been pissed
But that's not my M.O., I'm not that type of bitch
And karma for you is gon' be who you end up with
Don't make me sick, nigga
The only man, baby, I adore
I gave you everything, what's mine is yours
I want you to live your life of course
But I hope you get what you dyin' for
Be careful with me, do you know what you doin'?
Whose feelings that you hurtin' and bruisin'?
You gon' gain the whole world
But is it worth the girl that you're losin'?
Be careful with me
Yeah, it's not a threat, it's a warnin'
Be careful with me
Yeah, my heart is like a package with a fragile label on it
Be careful with me
Care for me, care for me
Always said that you'd be there for me, there for me
Boy, you better treat me carefully, carefully, look
I was here before all of this
Guess you actin' out now, you got an audience
Tell me where your mind is, drop a pin, what's the coordinates?
You might have a fortune, but you lose me, you still gon' be misfortunate, nigga
Tell me, this love's got you this fucked up in the head
You want some random bitch up in your bed?
She don't even know your middle name, watch her 'cause she might steal your chain
You don't want someone who loves you instead? I guess not though
It's blatant disrespect, you nothin' like the nigga I met
Talk to me crazy and you quick to forget
You even got me trippin', you got me lookin' in the mirror different
Thinkin' I'm flawed because you inconsistent
Between a rock and a hard place, the mud and the dirt
It's gon' hurt me to hate you, but lovin' you's worse
It all stops so abrupt, we start switchin' it up
Teach me to be like you so I can not give a fuck
Free to mess with someone else, I wish these feelings could melt
'Cause you don't care about a thing except your mothafuckin' self
You make me sick, nigga
The only man, baby, I adore
I gave you everything, what's mine is yours
I want you to live your life of course
But I hope you get what you dyin' for
Be careful with me, do you know what you doin'?
Whose feelings that you're hurtin' and bruisin'?
You gon' gain the whole world
But is it worth the girl that you're losin'?
Be careful with me
Yeah, it's not a threat, it's a warnin'
Be careful with me
Yeah, my heart is like a package with a fragile label on it
Be careful with me",2017,"R&B/Soul, Hip-Hop/Rap"
2018,Rockstar,Post Malone Featuring 21 Savage,True,"Hahahahaha
Tank God
Ayy, ayy
I've been fuckin' hoes and poppin' pillies
Man, I feel just like a rockstar (ayy, ayy)
All my brothers got that gas
And they always be smokin' like a Rasta
Fuckin' with me, call up on a Uzi
And show up, man, them the shottas
When my homies pull up on your block
They make that thing go grrra-ta-ta-ta (ta, pow, pow, pow, ayy, ayy)
Switch my whip, came back in black
I'm startin' sayin', ""Rest in peace to Bon Scott"" (Scott, ayy)
Close that door, we blowin' smoke
She ask me light a fire like I'm Morrison ('son, ayy)
Act a fool on stage
Prolly leave my fuckin' show in a cop car (car, ayy)
Shit was legendary
Threw a TV out the window of the Montage
Cocaine on the table, liquor pourin', don't give a damn
Dude, your girlfriend is a groupie, she just tryna get in
Sayin', ""I'm with the band"" (ayy, ayy)
Now she actin' outta pocket, tryna grab up on my pants
Hundred bitches in my trailer say they ain't got a man
And they all brought a friend (yeah, ayy, ayy, ayy)
I've been fuckin' hoes and poppin' pillies
Man, I feel just like a rockstar (ayy, ayy)
All my brothers got that gas
And they always be smokin' like a Rasta
Fuckin' with me, call up on a Uzi
And show up, man, them the shottas
When my homies pull up on your block
They make that thing go grrra-ta-ta-ta (ta, pow, pow, pow)
I've been in the Hills fuckin' superstars
Feelin' like a popstar (21, 21, 21)
Drinkin' Henny, bad bitches jumpin' in the pool
And they ain't got on no bra (bra)
Hit her from the back, pullin' on her tracks
And now she screamin' out, ""¡No más!"" (yeah, yeah, yeah)
They like, ""Savage, why you got a twelve car garage
And you only got six cars?"" (21)
I ain't with the cakin', how you kiss that? (kiss that?)
Your wifey say I'm lookin' like a whole snack (big snack)
Green hundreds in my safe, I got old racks (old racks)
L.A. bitches always askin', ""Where the coke at?"" (21, 21)
Livin' like a rockstar, smash out on a cop car
Sweeter than a Pop-Tart, you know you are not hard
I done made the hot chart, 'member I used to trap hard
Livin' like a rockstar, I'm livin' like a rockstar (ayy)
I've been fuckin' hoes and poppin' pillies
Man, I feel just like a rockstar (ayy, ayy)
All my brothers got that gas
And they always be smokin' like a Rasta (yeah, yeah, yeah, yeah)
Fuckin' with me, call up on a Uzi
And show up, man, them the shottas
When my homies pull up on your block
They make that thing go grrra-ta-ta-ta (ta, grrra-ta-ta-ta-ta)
Star, star, rockstar, rockstar, star
Rockstar
Rockstar, feel just like a-
Rockstar
Rockstar
Rockstar
Feel just like a...",2018,"Trap music, Cloud rap, Hip-Hop/Rap"
2018,F**k Love,XXXTENTACION Featuring Trippie Redd,True,"Oh, baby, I need you in my life, in my life
Please, babe, don't go switchin' sides, switchin' sides
I swear this is where you reside, you reside
Please, bae, don't go switchin' side, switchin' sides
Yeah, yeah, yeah, yeah
Uh-uh, please don't throw your love away, huh
Please don't throw your love away, huh
Please don't throw your love away, huh, yeah, yeah, yeah, ay
I'm nauseous, I'm dyin'
She ripped my heart right out
Can't find her, someone to—
My eyes are all cried out
Lost it, riots
Gunfire inside my head
I've lost it, riots
Gunfire inside my head
Baby, I need you in my life, in my life
Please, babe, don't go switchin' sides, switchin' sides
I swear this is where you reside, you reside
Please, bae, don't go switchin' sides, switchin' sides
Yeah, yeah, yeah, yeah
Uh-uh, please don't throw your love away, huh
Please don't throw your love away, huh
Please don't throw your love away, huh,
Yeah, yeah, yeah",2017,"Trap music, R&B/Soul, Hip-Hop/Rap"
2018,Back To You,Selena Gomez,True,"Took you like a shot
Thought that I could chase you with a cold evening
Let a couple years water down how I'm feeling about you
And every time we talk
Every single word builds up to this moment
And I gotta convince myself
I don't want it even though I do
You could break my heart in two
But when it heals, it beats for you
I know it's forward but it's true
I wanna hold you when I'm not supposed to
When I'm lying close to someone else
You're stuck in my head and I can't get you out of it
If I could do it all again
I know I'd go back to you
I know I'd go back to you
I know I'd go back to you
We never got it right
Playing and replaying old conversations
Overthinking every word and I hate it
'Cause it's not me
And what's the point in hiding
Everybody knows we got unfinished business
And I'll regret it if I didn't say this isn't what it could be
You could break my heart in two
But when it heals, it beats for you
I know it's forward but it's true
I wanna hold you when I'm not supposed to
When I'm lying close to someone else
You're stuck in my head and I can't get you out of it
If I could do it all again
I know I'd go back to you
I know I'd go back to you
I'd go back to you
I'd go back to you
What was there, wasn't sure
But I'd go back to you
I know I'd go back to you
You could break my heart in two
But when it heals, it beats for you
I know it's forward but it's true
Won't lie, I'd go back to you
You know, my thoughts are running loose
It's just a thing you make me do
And I could fight, but what's the use
I know I'd go back to you
I wanna hold you when I'm not supposed to
When I'm lying close to someone else
You're stuck in my head and I can't get you out of it
If I could do it all again
I know I'd go back to you
I'll go back to you
I'll go back to you
I know I'd go back to you
I'll go back to you
I'll go back to you
I know I'd go back to you",2018,"Trap music, R&B/Soul, Hip-Hop/Rap"
2018,One Kiss,Calvin Harris & Dua Lipa,True,"One kiss is all it takes
Fallin' in love with me
Possibilities
I look like all you need
Let me take the night, I love real easy
And I know that you'll still wanna see me
On the Sunday morning, music real loud
Let me love you while the moon is still out
Something in you, lit up heaven in me
The feeling won't let me sleep
'Cause I'm lost in the way you move, the way you feel
One kiss is all it takes
Fallin' in love with me
Possibilities
I look like all you need
One kiss is all it takes
Fallin' in love with me
Possibilities
I look like all you need
One
One
One
One
I just wanna feel your skin on mine
Feel your eyes do the exploring
Passion in the message when you smile
Take my time
Something in you lit up heaven in me
The feeling won't let me sleep
'Cause I'm lost in the way you move, the way you feel
One kiss is all it takes
Fallin' in love with me
Possibilities
I look like all you need
One kiss is all it takes
Fallin' in love with me
Possibilities
I look like all you need
One
One
One
One
See a wonderland in your eyes
Might need your company tonight
Something in you lit up heaven in me
The feeling won't let me sleep
'Cause I'm lost in the way you move, the way you feel
One kiss is all it takes
Fallin' in love with me
Possibilities
I look like all you need
One kiss is all it takes
Fallin' in love with me
Possibilities
I look like all you need
One
One
One
One",2018,"Dance-pop, Tropical house, Diva house, Dance/Electronic, Pop"
2018,Love Lies,Khalid & Normani,True,"Sorry if it's hard to catch my vibe, mm-mm
I need a lover to trust, tell me you're on my side
Are you down for the ride?
It's not easy for someone to catch my eye
But I've been waitin' for you for my whole damn life
For my whole lifetime
Don't be afraid to tell me if you ain't with it (you ain't with it)
I see you're focused, yeah you're so independent (independent)
It's hard for me to open up, I'll admit it (I'll admit it)
You've got some shit to say and I'm here to listen
So baby, tell me where your love lies
Waste the day and spend the night
Underneath the sunrise
Show me where your love lies
I've been so into your mystery
Is it because of our history?
Are you into me?
When it feels so good, but it's bad for you
Can't say I don't want it 'cause I know I do
Come on over, I need your company
Cravin' that synergy
Don't be afraid to tell me if you ain't with it (you ain't with it)
I see you're focused, yeah, you're so independent (independent)
It's hard for me to open up, I'll admit it (I'll admit it)
You've got some shit to say and I'm here to listen
So baby, tell me where your love lies
Waste the day and spend the night
Underneath the sunrise
Show me where your love lies
Tell me where your love lies
Waste the day and spend the night
Underneath the sunrise
Show me where your love lies
If you're down, don't hide it
Feelin' me, you don't gotta deny it
Baby, you gon' make me overnight it
Tell me, are you down?
If you're down, don't hide it (yeah)
Feelin' me, you don't gotta deny it (yeah)
Baby, you gon' make me overnight it
Tell me, are you down? (Tell me)
Tell me where your love lies (tell me where your love lies)
Waste the day and spend the night (waste the day, spend the night)
Underneath the sunrise (underneath the sunrise)
Show me where your love lies (tell me where your love lies)
Tell me where your love lies (show me where your love lies)
Waste the day and spend the night (yeah, yeah)
Underneath the sunrise (ooh)
Show me where your love lies",2018,"Dance-pop, Tropical house, Diva house, Dance/Electronic, Pop"
2018,Heaven,Kane Brown,True,"Mmm
This is perfect
Come kiss me one more time
I couldn't dream this up
Even if I tried
You and me in this moment
Feels like magic only
I'm right where I wanna be
Everybody's talkin' 'bout heaven like they just can't wait to go
Sayin' how it's gonna be so good, so beautiful
Lyin' next to you, in this bed with you, I ain't convinced
'Cause, I don't know how, I don't know how heaven, heaven
Could be better than this
I swear you're an angel
Sent to this world
What did I do right to deserve you, girl?
I could stay here forever
I'd be fine if we never had to even leave this room
Everybody's talkin' 'bout heaven like they just can't wait to go
Sayin' how it's gonna be so good, so beautiful
Lyin' next to you, in this bed with you, I ain't convinced
'Cause, I don't know how, I don't know how heaven, heaven
Could be better than this
Could be better than this
Everybody's talkin' 'bout heaven like they just can't wait to go
Sayin' how it's gonna be so good, so beautiful
Lyin' next to you, in this bed with you, I ain't convinced
'Cause, I don't know how, I don't know how heaven, heaven
Could be better than this (heaven)
Could be better than this (heaven, heaven)
I swear this is perfect
Come kiss me one more time",2016,"Dance-pop, Tropical house, Diva house, Dance/Electronic, Pop"
2018,Havana,Camila Cabello Featuring Young Thug,True,"Hey
Havana, ooh na-na (ayy)
Half of my heart is in Havana, ooh na-na (ayy, ayy)
He took me back to East Atlanta, na-na-na, ah
Oh, but my heart is in Havana (ayy)
There's somethin' 'bout his manners (uh-huh)
Havana, ooh-na-na (uh)
He didn't walk up with that ""how you doin'?"" (uh)
When he came in the room
He said there's a lot of girls I can do with (uh)
But I can't without you
I knew him forever in a minute (hey)
That summer night in June
And papa says he got malo in him (uh)
He got me feelin' like...
Ooh, ooh-ooh-ooh-ooh-ooh-ooh-ooh (ayy)
I knew it when I met him (ayy), I loved him when I left him
Got me feelin' like, ooh, ooh-ooh-ooh-ooh-ooh-ooh-ooh
And then I had to tell him, I had to go
Oh-na-na-na-na-na (woo)
Havana, ooh na-na (ayy, ayy)
Half of my heart is in Havana, ooh na-na (ayy, ayy)
He took me back to East Atlanta, na-na-na (uh huh)
Oh, but my heart is in Havana (ayy)
My heart is in Havana (ayy)
Havana, ooh-na-na
Jeffery, just graduated, fresh on campus, mmm
Fresh out East Atlanta with no manners, damn (fresh out East Atlanta)
Bump on her bumper like a traffic jam
Hey, I was quick to pay that girl like Uncle Sam (here you go, ayy)
Back it on me (back it up)
Shawty cravin' on me, get to eatin' on me (on me)
She waited on me (then what?)
Shawty cakin' on me, got the bacon on me (wait up)
This is history in the makin', on me (on me)
Point blank, close range, that B
If it cost a million, that's me (that's me)
I was gettin' mula, baby
Havana, ooh na-na (ayy, ayy)
Half of my heart is in Havana, ooh na-na (oh, ayy, ayy)
He took me back (uh huh) to East Atlanta, na-na-na (oh, no)
Oh, but my heart is in Havana (ayy)
My heart is in Havana (ayy)
Havana, ooh-na-na
Ooh-na-na, oh-na-na-na (ooh, ooh-ooh-ooh-ooh-ooh-ooh)
Take me back, back, back like...
Ooh-na-na, oh-na-na-na (yeah, babe)
Take me back, back, back like...
Ooh-na-na, oh-na-na-na (yeah, yeah)
Take me back, back, back like...
Ooh-na-na, oh-na-na-na (yeah, babe)
Take me back, back, back
Hey, hey
Ooh, ooh-ooh-ooh-ooh-ooh-ooh-ooh (hey)
Ooh, ooh-ooh-ooh-ooh-ooh-ooh-ooh (hey)
Take me back to my Havana
Havana, ooh na-na (hey)
Half of my heart is in Havana, ooh na-na (oh, yeah)
He took me back to East Atlanta, (ayy, ayy) na-na-na
Oh, but my heart is in Havana
My heart is in Havana (ayy)
Havana, ooh-na-na
Uh-huh
Oh, na-na-na (oh, na, yeah)
Oh, na-na-na
Oh, na-na-na (no, no, no, take me back)
Oh, na-na-na
Havana, ooh-na-na",2018,"Dance-pop, Tropical house, Diva house, Dance/Electronic, Pop"
2018,New Rules,Dua Lipa,True,"One
Talkin' in my sleep at night, makin' myself crazy
(Out of my mind, out of my mind)
Wrote it down and read it out, hopin' it would save me
(Too many times, too many times)
My love
He makes me feel like nobody else, nobody else
But, my love
He doesn't love me, so I tell myself, I tell myself
One: Don't pick up the phone
You know he's only callin' 'cause he's drunk and alone
Two: Don't let him in
You have to kick him out again
Three: Don't be his friend
You know you're gonna wake up in his bed in the mornin'
And if you're under him, you ain't gettin' over him
I got new rules; I count 'em
I got new rules; I count 'em
I gotta tell them to myself
I got new rules; I count 'em
I gotta tell them to myself
I keep pushin' forwards, but he keeps pullin' me backwards
(Nowhere to turn) No way
(Nowhere to turn) No
Now I'm standin' back from it, I finally see the pattern
(I never learn, I never learn)
But, my love (love)
He doesn't love me, so I tell myself
I tell myself, I do, I do, I do
One: Don't pick up the phone
You know he's only callin' 'cause he's drunk and alone
Two: Don't let him in
You have to kick him out again
Three: Don't be his friend
You know you're gonna wake up in his bed in the morning
And if you're under him, you ain't gettin' over him
I got new rules; I count 'em
I got new rules; I count 'em
I gotta tell them to myself
I got new rules; I count 'em
I gotta tell them to myself
Practice makes perfect
I'm still tryna learn it by heart
(I got new rules, I count 'em)
Eat, sleep and breathe it
Rehearse and repeat it, 'cause I
(I got new, I got new, I...)
One: Don't pick up the phone
You know he's only callin'
'Cause he's drunk and alone (yeah, alone)
Two: Don't let him in
You have to kick him out again (oh, ooh)
Three: Don't be his friend (again)
You know you're gonna wake up
In his bed in the mornin' (bed in the mornin')
And if you're under him, you ain't gettin' over him
I got new rules; I count 'em
I got new rules; I count 'em
(Whoa-ooh, whoa, whoa)
I gotta tell them to myself
I got new rules; I count 'em
(Baby, you know I count 'em)
I gotta tell them to myself
Don't let him in, don't let him in
Don't, don't, don't, don't
Don't be his friend, don't be his friend
Don't, don't, don't, don't
Don't let him in, don't let him in
Don't, don't, don't, don't
Don't be his friend, don't be his friend
Don't, don't, don't, don't
You gettin' over him",2017,"R&B/Soul, Dance/Electronic, Pop, Reggae"
2018,I Like Me Better,Lauv,True,"To be young and in love in New York City (in New York City)
To not know who I am but still know that I'm good long as you're here with me
To be drunk and in love in New York City (in New York City)
Midnight into morning coffee
Burning through the hours talking
Damn, I like me better when I'm with you
I like me better when I'm with you
I knew from the first time, I'd stay for a long time 'cause
I like me better when
I like me better when I'm with you
I don't know what it is but I got that feeling (got that feeling)
Waking up in this bed next to you swear the room
Yeah, it got no ceiling
If we lay, let the day just pass us by
I might get to too much talking
I might have to tell you something
Damn, I like me better when I'm with you
I like me better when I'm with you
I knew from the first time, I'd stay for a long time 'cause
I like me better when
I like me better when I'm with you
Stay awhile, stay awhile
Stay here with me
Stay awhile, stay awhile, oh
Stay awhile, stay awhile
Stay here with me
Lay here with me, ayy-ayy, ayy-ayy, oh
I like me better when I'm with you (yes, I do, yes, I do, babe)
I like me better when I'm with you (ooh, no)
I knew from the first time, I'd stay for a long time 'cause
I like me better when
I like me better when I'm with you
Better when, I like me better when I'm with you",2018,"R&B/Soul, Pop"
2018,All Girls Are The Same,Juice WRLD,True,"Mmm, they're rottin' my brain, love
These hoes are the same
I admit it, another ho got me finished
Broke my heart, oh, no, you didn't
Fuck sippin', I'ma down a whole bottle
Hard liquor, hard truth, can't swallow
Need a bartender, put me out my sorrow
Wake up the next day in the Monte Carlo
With a new woman, tell me she from Colorado
And she love women, she'll be gone by tomorrow
Who am I kiddin'?
All this jealousy and agony that I sit in
I'm a jealous boy, really feel like John Lennon
I just want real love, guess it's been a minute
Pissed off from the way that I don't fit in
I don't fit in
Tell me what's the secret to love, I don't get it
Feel like I be runnin' a race I'm not winnin'
Ran into the devil today and she grinnin'
Hey, these girls are insane
Uh, all girls are the same
They're rottin' my brain, love
Think I need a change
Before I go insane, love
All girls are the same
They're rottin' my brain, love
Think I need a change
Before I go insane, love
Ten minutes, she told me it would take ten minutes
To break my heart, oh no, she didn't
Fuck livin', I'ma drown in my sorrow
Fuck givin', I'ma take not borrow
And I'm still sinnin', I'm still losin' my mind
I know I been trippin', I'm still wastin' my time
All the time given, am I dyin'? Am I livin'?
It's fuck feelings, my sorrow go up to the ceilin'
Ah, now I am insane
Demons in my brain, love
Peace I can't attain
'Cause all these girls the same, love
Now I am insane
Demons in my brain, love
Peace I can't attain
'Cause all these girls the same, love",2018,"R&B/Soul, Hip-Hop/Rap"
2018,Te Bote,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny",False,,2018,"R&B/Soul, Hip-Hop/Rap"
2018,Get Along,Kenny Chesney,True,"Met a man wearin' a t-shirt, said, ""Virginia is for lovers""
Had a Bible in his left hand and a bottle in the other
He said, ""All you're really given is the sunshine and your name""
We both started laughin' when the sky started to rain
Get along, on down the road
We've got a long, long way to go
Scared to live, scared to die
We ain't perfect but we try
Get along while we can
Always give love the upper hand
Paint a wall, learn to dance
Call your mom, buy a boat
Drink a beer, sing a song
Make a friend, can't we all get along
Saw a model on a billboard, 1-800 get to know me
Wondered, was she photoshopped, or were her eyes really that lonely?
Did she leave her hometown thinkin' she'd end up in L.A.?
Did she break down in the desert and get stuck beside the highway?
Get along, on down the road
We've got a long, long way to go
Scared to live, scared to die
We ain't perfect but we try
Get along while we can
Always give love the upper hand
Paint a wall, learn to dance
Call your mom, buy a boat
Drink a beer, sing a song
Make a friend, can't we all get along
We find out when you die, the keys to heaven can't be bought
We still don't know what love is but we sure know what it's not
Sometimes you got
To get along
Down the road
We've got a long, long way to go
Scared to live, scared to die
We ain't perfect but we try
Get along while we can
Always give love the upper hand
Paint a wall, learn to dance
Call your mom, buy a boat
Drink a beer, sing a song
Make a friend, can't we all get along",2018,"R&B/Soul, Hip-Hop/Rap"
2018,Simple,Florida Georgia Line,True,"The way your fingers fit in mine
It's five plus five, not rocket science
This day in time, that's hard to find
It's true
The road we're on ain't a traffic jam
It's a Sunday drive on a piece of land
It's paradise as long as I'm with you
It's like one, two, three
Just as easy as can be
Just the way you look at me
You make me smile
Ain't no need to complicate it
We both know that's overrated
We've been there, it's safe to say it ain't our style
It's just that simple, S-I-M-P-L-E
Simple as can be
It's just that simple, S-I-M-P-L-E
Simple as can be
We used to live on Instagram
Worry 'bout who all gives a damn
'Bout where we've been and where we ended up
Then I met you and you met me
And all the rest is history; an epiphany
That all we need is us
It's like one, two, three
Just as easy as can be
Just the way you look at me
You make me smile
Ain't no need to complicate it
We both know that's overrated
We've been there, it's safe to say it ain't our style
We're just simple like a six string
The way this world was meant to be
Like laughin' love, make a lot out of a little
It's just that simple, S-I-M-P-L-E
Simple as can be
It's just that simple, S-I-M-P-L-E
Simple as can be
Ain't no need to complicate it
We both know that's overrated
We've been there, it's safe to say it ain't our style, yeah
It's like one, two, three
Just as easy as can be
Just the way you look at me
You make me smile
Ain't no need to complicate it
We both know that's overrated
We've been there, it's safe to say it ain't our style
We're just simple like a six string
The way this world was meant to be
Like laughin' love, make a lot out of a little
It's just that simple, S-I-M-P-L-E
Simple as can be
It's just that simple, S-I-M-P-L-E
Simple as can be
It's just that simple, S-I-M-P-L-E
Simple as can be
It's just that simple, S-I-M-P-L-E
Simple as can be",2018,"Alternative/Indie, R&B/Soul, Pop, Rock, Country"
2018,Everybody Dies In Their Nightmares,XXXTENTACION,True,"Don't go, don't go to sleep
Don't go, stay up and don't go
Tired of feelin' like I'm trapped in my damn mind
Tired of feelin' like I'm wrapped in a damn lie
Tired of feelin' like my life is a damn game
Nigga really wanna die in the night time
Only time I feel pain, when I'm feelin' love
That's why it's tatted on my face that I'm damn numb
Only time I'm in my mind, when I'm all alone
That's why I'm really never alone in the night time
Change hoes like clothes, I can't get attached
'Cause these hoes fire starters like lit matches
I've been feeling really lost, ducking all attachments
I don't really go outside 'cause I hate traffic
I don't wanna go outside, get caught in traffic
Tired of feelin' like I'm trapped in my damn mind
Tired of feelin' like I'm wrapped in a damn lie
Tired of feelin' like my life is a damn game
Nigga really wanna die in the night time
Tired of feelin' like I'm trapped in my damn mind
Tired of feelin' like I'm wrapped in a damn lie
Tired of feelin' like my life is a damn game
Nigga really wanna die in the night time
Tired of feelin' like I'm trapped in my damn mind
Tired of feelin' like I'm wrapped in a damn lie
Tired of feelin' like my life is a damn game
Nigga really wanna die in the night time
Nigga really wanna die in the night time
Nigga really wanna die in the night time
Nigga really wanna die in the night time, uh
Nigga really wanna die in the night time, uh
Nigga really wanna die in the night time
Don't go to sleep
Don't go, stay up and don't go
Don't go to sleep
Don't go, stay up and don't go
Don't go, don't go to sleep
Don't go, stay up and don't",2017,"R&B/Soul, Hip-Hop/Rap"
2018,Freaky Friday,Lil Dicky Featuring Chris Brown,True,"Lil dicky, ooh
Mustard on the beat, ho
I woke up Chris Breezy
Oh my god I'm the man (oh shit)
I'm so fly and I can dance (whoa, whoa shit)
There's tattoos on my neck (oh, ohhh)
I just FaceTimed Kanye (blip, blip)
I told him I'm his biggest fan yeah (yeah)
Got all these hoes in my DM (yeah, I do)
Hold up
Holy shit, I got a kid (oh!)
Ohh, I can sing so well
Wonder if I can say the n-word (wait for real?)
Wait, can I really say the n-word?
What up my nigga? (woo)
What up my nigga?
Big ups my nigga
We up my nigga
You pussy ass nigga
Man fuck y'all niggas
Cause I'm that nigga nigga, nigga
I'm that nigga
I woke up in Chris Brown's body (oh yeah)
Somehow this shit turned into Freaky Friday
But we got no choice but to turn
This bitch sideways (oh yeah, oh yeah)
I can't believe that it's Freaky Friday
Yeah it's Freaky Friday
I'm in Chris Brown's body
I drive his Ferrari and I'm light-skinned black
(Ring ring, What the fuck?)
I woke up and I'm Lil dicky (Lil dicky)
(Ugh, what the fuck?)
This shit is real weak
How his dick staying perched up on his balls like that?
Walking down the street and ain't nobody know my name (whoa)
Ain't no paparazzi flashing pictures this is great (whoa)
Ain't nobody judging 'cause I'm black or my controversial past
I'mma go and see a movie and relax (woo)
Ayy, I'm a Blood but I can finally wear blue (cool)
Why his momma calling all the time
Leave me the fuck alone, bitch
Wait, if I'm in dicky's body, Breezy is who?
Hope my daughter's in school
Fuck, if I was Chris Brown, where would I be?
What would I do?
I woke up in Chris Brown's body (ohh yeah)
Somehow this shit turned into Freaky Friday
But we got no choice but to turn
This bitch sideways (oh yeah, oh yeah)
I can't believe that it's Freaky Friday
Yeah it's Freaky Friday
I'm in Chris Brown's body
I look at my soft dick with delight, it's my dream dick
If I was Lil dicky in my body, where would I be
I'm trying to find myself like an introspective monk
I'm balling on the court, oh my god I can dunk
Snap a flick of my junk
My dick is trending on Twitter, fuck
Now I'm at the club, I talked my way to getting in
I look up in the VIP, my goodness there I am
I signal to him to let me in but he won't let me in
I don't know who that is
Wait, who the fuck he think he is?
Took a glass bottle, shatter it on the bouncer's head (woo)
Walked up to that motherfucker
Wait, think it through for a sec
If you hurting me then you only hurting yourself
But wait, I love myself
That was the key, now we're switching back
I woke up in Chris Brown's body (ohh yeah)
Somehow this shit turned into Freaky Friday
But we got no choice but to turn
This bitch sideways (oh yeah, oh yeah)
I can't believe that it's Freaky Friday
Wait what the fuck
And now I'm in Ed Sheeran's body
It's way less cool than being Chris Brown was
What the fuck again
I'm DJ Khaled, why am I yelling
Huh, I'm Kendall Jenner
I got a vagina, I'm gonna explore that right now (woo)
Holy shit, I got a vagina (uh)
I'm gonna learn
I'm gonna understand the inner workings of a woman",2018,"Pop rap, Comedy hip hop, Rock"
2018,Mercy,Brett Young,True,"Mercy
Why you gotta show up lookin' so good just to hurt me?
Why you wanna stop this whole damn world from turning?
Mercy
Why you hanging on so tight if this ain't working?
Why you wanna stop this flame if it's still burning?
'Cause it's still burning
So if you're gonna break my heart, just break it
And if you're gonna take your shot, then take it
Take it
If you made up your mind, then make it
Make this fast
If you ever loved me
Have mercy
If you go out tonight and get drunk and lonely
Wind up home alone, please don't call me
And say you miss me... no
So if you're gonna break my heart, just break it
And if you're gonna take your shot, then take it
Take it
If you made up your mind, then make it
Make this fast
If you ever loved me
Have mercy
Woah
Oh have mercy
If you're gonna break my heart, just break it
If you're gonna take your shot, take it
Take it
Oh if you're gonna break my heart, just break it
And if you're gonna take your shot, then take it
Take it
If you made up your mind, then make it
Make this fast
If you ever loved me
Mmmh if you ever loved me
Have mercy
Oh have mercy
Oh have mercy
Have mercy",2017,"Pop rap, Comedy hip hop, Rock"
